1, 2
2, 1
2, 3
2, 90
3, 2
3, 4
3, 90
3, 11
3, 15
4, 3
4, 5
4, 10
4, 11
5, 4
5, 6
5, 7
5, 8
5, 9
5, 10
6, 32
6, 34
6, 5
6, 7
6, 10
7, 34
7, 5
7, 6
7, 8
8, 146
8, 5
8, 150
8, 7
8, 9
9, 146
9, 5
9, 150
9, 8
10, 4
10, 5
10, 6
10, 11
10, 12
11, 3
11, 4
11, 10
11, 91
11, 12
12, 16
12, 10
12, 11
12, 91
14, 16
14, 91
15, 17
15, 3
15, 90
16, 18
16, 12
16, 14
16, 31
17, 19
17, 15
18, 16
18, 33
18, 19
18, 20
19, 17
19, 145
19, 18
20, 33
20, 18
20, 36
22, 23
22, 24
22, 25
22, 155
22, 95
23, 22
23, 24
23, 152
23, 155
24, 22
24, 23
24, 25
24, 26
24, 27
25, 22
25, 24
25, 26
25, 27
26, 35
26, 24
26, 25
26, 27
26, 29
27, 24
27, 25
27, 26
28, 32
28, 34
28, 35
28, 70
28, 29
28, 30
29, 32
29, 34
29, 35
29, 26
29, 28
30, 32
30, 69
30, 70
30, 28
30, 92
31, 16
31, 32
31, 33
31, 71
31, 92
32, 34
32, 6
32, 28
32, 92
32, 29
32, 30
32, 31
33, 18
33, 20
33, 71
33, 31
34, 32
34, 6
34, 7
34, 28
34, 29
35, 26
35, 154
35, 28
35, 29
35, 78
36, 20
36, 37
36, 45
37, 36
37, 40
37, 47
40, 145
40, 37
45, 36
45, 93
45, 46
45, 47
46, 49
46, 45
46, 47
47, 51
47, 37
47, 45
47, 46
49, 50
49, 93
49, 46
50, 49
50, 113
50, 114
51, 52
51, 47
52, 114
52, 51
52, 168
53, 54
53, 118
53, 119
53, 120
54, 53
54, 55
54, 119
54, 120
54, 94
55, 116
55, 54
55, 119
55, 56
55, 60
55, 94
56, 55
56, 57
56, 61
56, 94
57, 112
57, 56
57, 61
57, 62
57, 94
57, 111
60, 115
60, 55
60, 105
60, 61
61, 56
61, 57
61, 60
61, 62
62, 57
62, 61
62, 111
64, 65
64, 81
64, 66
64, 102
64, 103
65, 64
65, 81
65, 66
65, 67
65, 102
66, 64
66, 65
66, 67
66, 76
67, 65
67, 66
67, 68
67, 102
67, 76
68, 67
68, 69
68, 70
68, 89
69, 68
69, 70
69, 89
69, 77
69, 30
70, 68
70, 69
70, 71
70, 89
70, 28
70, 30
71, 33
71, 70
71, 72
71, 31
72, 71
72, 73
73, 72
73, 74
74, 73
74, 75
74, 76
75, 89
75, 74
75, 76
76, 66
76, 67
76, 74
76, 75
77, 81
77, 83
77, 100
77, 69
77, 88
78, 35
78, 83
78, 84
78, 154
81, 64
81, 65
81, 82
81, 100
81, 101
81, 102
81, 88
81, 77
82, 81
82, 101
82, 107
83, 84
83, 86
83, 87
83, 88
83, 77
83, 78
84, 83
84, 85
84, 154
84, 78
85, 96
85, 97
85, 84
85, 86
85, 154
86, 98
86, 83
86, 85
86, 87
87, 99
87, 83
87, 100
87, 86
87, 88
88, 81
88, 83
88, 100
88, 87
88, 77
89, 68
89, 69
89, 70
89, 75
90, 2
90, 3
90, 15
91, 11
91, 12
91, 14
92, 32
92, 30
92, 31
93, 49
93, 45
94, 112
94, 54
94, 55
94, 56
94, 57
95, 96
95, 22
95, 155
96, 97
96, 85
96, 95
97, 96
97, 98
97, 85
98, 97
98, 161
98, 99
98, 165
98, 86
99, 161
99, 98
99, 87
100, 81
100, 101
100, 87
100, 88
100, 77
101, 81
101, 82
101, 100
101, 107
102, 64
102, 65
102, 81
102, 67
102, 103
103, 64
103, 113
103, 102
103, 104
103, 105
104, 103
104, 105
104, 169
105, 115
105, 103
105, 104
105, 60
107, 82
107, 101
107, 108
108, 160
108, 169
108, 107
108, 109
109, 169
109, 108
109, 110
110, 112
110, 109
110, 111
111, 112
111, 57
111, 110
111, 62
112, 57
112, 110
112, 94
112, 111
113, 50
113, 114
113, 115
113, 103
114, 113
114, 50
114, 52
114, 168
115, 113
115, 116
115, 117
115, 105
115, 60
116, 115
116, 117
116, 55
116, 119
116, 120
116, 168
117, 115
117, 116
117, 168
118, 53
118, 120
118, 121
118, 126
119, 116
119, 53
119, 54
119, 55
119, 120
120, 116
120, 53
120, 118
120, 54
120, 119
120, 168
120, 121
121, 118
121, 120
121, 122
121, 125
122, 121
122, 123
122, 125
123, 144
123, 122
123, 124
124, 123
124, 125
124, 127
125, 129
125, 121
125, 122
125, 124
125, 126
126, 129
126, 130
126, 118
126, 125
127, 128
127, 131
127, 132
127, 124
128, 131
128, 132
128, 127
129, 131
129, 125
129, 126
130, 126
131, 128
131, 129
131, 132
131, 127
132, 128
132, 131
132, 133
132, 134
132, 127
133, 132
133, 134
133, 135
134, 132
134, 133
134, 135
135, 133
135, 134
135, 136
136, 135
136, 137
136, 138
136, 139
137, 136
137, 138
137, 139
138, 136
138, 137
138, 139
138, 140
139, 136
139, 137
139, 138
139, 140
140, 138
140, 139
140, 141
141, 140
141, 142
142, 156
142, 141
142, 143
143, 156
143, 142
144, 145
144, 123
145, 144
145, 19
145, 40
146, 148
146, 149
146, 150
146, 151
146, 8
146, 9
147, 148
147, 149
148, 146
148, 147
148, 149
148, 151
149, 146
149, 147
149, 148
149, 151
150, 146
150, 151
150, 152
150, 8
150, 9
150, 153
151, 146
151, 148
151, 149
151, 150
151, 152
151, 153
152, 150
152, 23
152, 151
152, 153
152, 155
153, 150
153, 151
153, 152
153, 155
154, 35
154, 84
154, 85
154, 155
154, 78
155, 22
155, 23
155, 167
155, 152
155, 153
155, 154
155, 95
156, 157
156, 142
156, 143
157, 156
157, 158
158, 162
158, 157
158, 159
159, 160
159, 158
160, 161
160, 108
160, 159
161, 160
161, 98
161, 162
161, 99
161, 165
162, 161
162, 163
162, 158
163, 162
163, 164
164, 163
164, 165
165, 161
165, 98
165, 164
165, 166
166, 165
166, 167
167, 166
167, 155
168, 114
168, 52
168, 116
168, 117
168, 120
169, 104
169, 108
169, 109
